0,"[101.0, 101.0, 0.0]"
1,"[380.9830283312816, 103.0, 1.0]"
2,"[101.0, 101.0, 0.0]"
3,"[101.0, 101.0, 0.0]"
4,"[101.0, 101.0, 0.0]"
5,"[101.0, 101.0, 0.0]"
6,"[101.0, 101.0, 0.0]"
7,"[386.4195919881997, 105.0, 1.0]"
8,"[380.9830283312816, 103.0, 1.0]"
9,"[101.0, 101.0, 0.0]"
10,"[101.0, 101.0, 0.0]"
11,"[378.2647465028226, 102.0, 1.0]"
12,"[389.1378738166588, 106.0, 1.0]"
13,"[101.0, 101.0, 0.0]"
14,"[386.4195919881997, 105.0, 1.0]"
15,"[421.75725575816733, 118.0, 1.0]"
16,"[101.0, 101.0, 0.0]"
17,"[101.0, 101.0, 0.0]"
18,"[101.0, 101.0, 0.0]"
19,"[101.0, 101.0, 0.0]"
20,"[101.0, 101.0, 0.0]"
21,"[421.75725575816733, 118.0, 1.0]"
22,"[101.0, 101.0, 0.0]"
23,"[101.0, 101.0, 0.0]"
24,"[101.0, 101.0, 0.0]"
25,"[101.0, 101.0, 0.0]"
26,"[386.4195919881997, 105.0, 1.0]"
27,"[101.0, 101.0, 0.0]"
28,"[101.0, 101.0, 0.0]"
29,"[386.4195919881997, 105.0, 1.0]"
30,"[397.2927193020359, 109.0, 1.0]"
31,"[101.0, 101.0, 0.0]"
32,"[101.0, 101.0, 0.0]"
33,"[101.0, 101.0, 0.0]"
34,"[397.2927193020359, 109.0, 1.0]"
35,"[473.40461049888916, 137.0, 1.0]"
36,"[101.0, 101.0, 0.0]"
37,"[101.0, 101.0, 0.0]"
38,"[560.3896290095786, 169.0, 1.0]"
39,"[446.2217922142987, 127.0, 1.0]"
40,"[101.0, 101.0, 0.0]"
41,"[614.7552655787596, 189.0, 1.0]"
42,"[101.0, 101.0, 0.0]"
43,"[454.3766376996759, 130.0, 1.0]"
44,"[625.6283928925957, 193.0, 1.0]"
45,"[633.7832383779728, 196.0, 1.0]"
46,"[535.9250925534473, 160.0, 1.0]"
47,"[101.0, 101.0, 0.0]"
48,"[101.0, 101.0, 0.0]"
49,"[386.4195919881997, 105.0, 1.0]"
50,"[101.0, 101.0, 0.0]"
51,"[391.85615564511784, 107.0, 1.0]"
52,"[101.0, 101.0, 0.0]"
53,"[424.4755375866264, 119.0, 1.0]"
54,"[497.8691469550206, 146.0, 1.0]"
55,"[101.0, 101.0, 0.0]"
56,"[386.4195919881997, 105.0, 1.0]"
